PreferredLoginDevice,PreferredPaymentMode,PreferedOrderCat,MaritalStatus,Tenure,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Churn
0,1,4,1,1.0,15.736613123055923,3.0,4,3,3,16.131693438472038,2.736613123055923,2.8683065615279615,3.0,152.60963855139974,1
0,4,1,1,0.0,18.297446659553543,2.234184446815486,3,3,4,11.0,0.23418444681548567,1.7658155531845143,1.5316311063690287,198.99431782682203,1
1,5,4,2,1.0,13.573500670308874,3.0,4,3,3,14.0,1.0,2.0,1.0,152.15678942353435,1
0,5,2,1,0.0,32.0,3.0,3,1,2,11.0,0.0,1.0,8.0,156.17,1
0,5,1,2,1.5253512851973035,32.4746487148027,2.737324357401348,4,4,5,14.949297429605393,0.7373243574013483,1.7373243574013482,1.4746487148026965,191.6920708445494,1
0,3,2,2,1.0,36.0,3.0,5,3,3,23.0,3.2715687647510396,4.0,9.0,170.08,1
0,4,2,1,0.47289713281090484,29.0,2.472897132810905,4,3,3,13.0,1.4728971328109048,1.4728971328109048,1.0,156.54487885555568,1
1,5,2,2,0.016159687144562174,14.951520938566313,3.0,3,4,3,16.919201564277188,0.03231937428912435,1.0161596871445622,3.016159687144562,182.24323193742893,1
0,3,3,1,0.7310410541735289,34.924164216694116,3.731041054173529,4,3,2,11.731041054173529,1.4620821083470579,1.731041054173529,5.806876837479413,158.81636861610818,1
0,1,4,1,0.0,9.593028090365737,3.0,3,3,6,14.779084271097208,0.4069719096342639,1.0,2.0,139.49755151619894,1
1,3,2,1,0.0,21.108519984376493,2.1085199843764935,4,1,6,14.108519984376493,0.10851998437649324,1.8914800156235068,2.0,154.27411681812328,1
2,4,4,1,1.0,14.0,3.9970789673786378,4,1,3,22.0,2.0,2.0,3.0,147.75,1
0,4,3,2,0.0,9.0,3.0,3,5,2,11.0,5.159063859954278,9.0,7.0,133.48,1
0,3,4,2,1.0,16.0,3.0,4,5,4,12.0,1.0,2.0,1.0,156.72,1
0,4,2,1,0.0,19.0,2.9073801647128468,3,4,6,12.814760329425694,1.0,1.907380164712847,1.814760329425694,160.9982328077904,1
1,1,3,0,0.7611433395980723,13.522286679196144,3.0,4,3,5,14.95542664160771,5.238856660401928,7.761143339598072,7.761143339598072,159.1853926791384,1
0,6,2,1,1.0,20.121432901277164,3.0,3,3,9,14.060716450638582,1.4696417746807091,2.0,1.939283549361418,172.74355494615548,1
1,4,0,0,1.0,32.19813879336873,3.0,4,3,3,18.945812285079636,2.0,2.9009306033156363,10.450465301657818,200.0250901359768,1
1,3,4,0,8.0,9.05405730780898,3.4729713460955103,4,4,4,13.0,2.4729713460955103,2.4729713460955103,3.4729713460955103,148.5254057307809,1
0,4,2,1,1.3774803042702548,34.132440912810765,3.3774803042702546,4,5,7,17.50992121708102,1.0,2.0,1.6225196957297452,191.87317953001784,1
0,4,4,2,1.0,13.409231288972052,4.0,4,3,3,14.060512474018633,1.5302562370093162,2.0,1.0,143.90213337837758,1
1,4,4,0,1.0,14.342404423967373,3.552531858677542,2,5,3,21.105063717355083,2.0,2.0,1.0,141.85571478709943,1
0,2,2,0,14.0,11.320018943018823,3.5257115795687395,4,3,7,13.948576840862522,2.0,2.0,2.948576840862521,192.60251612589326,1
2,4,4,2,4.0,15.181734882542083,3.4091325587289587,4,5,5,15.0,1.5908674412710415,2.0,2.2273976761868752,145.78551618691887,1
2,3,4,1,1.0,23.925985023297283,3.0,4,3,3,14.0,1.5370074883513585,2.0,2.5370074883513585,148.80407880186377,1
1,6,2,1,1.0,22.0,3.0,4,3,9,15.0,1.0,2.0,1.0,173.34,1
0,1,4,2,1.0,9.950503146506334,3.0,4,5,7,12.0,1.0,2.0,4.8020125860253335,151.52248302064606,1
0,3,4,0,1.0,12.0,3.0,5,3,3,15.0,1.0,2.0,8.0,148.66,1
1,2,2,2,18.46822616216483,8.156075387388276,2.156075387388276,3,2,5,17.404678486494483,0.15607538738827598,6.21962306305862,2.687849225223448,151.3175035488272,1
2,3,4,1,1.0,16.430183956938077,4.0,4,5,6,20.145275935407117,1.7150919784690393,2.0,1.0,149.02290551870814,1
0,2,2,0,14.0,11.760036314889046,3.4628519550158505,4,3,6,14.074296089968298,2.0,2.0,3.074296089968299,192.64526067058924,1
2,3,3,1,0.5614615114625645,14.122923022925129,3.5614615114625643,3,4,2,18.0,0.5614615114625645,1.5614615114625645,1.0,148.91421922671938,1
0,4,2,0,9.0,33.0,4.0,4,5,4,15.0,1.0,2.0,1.0,167.86,1
2,3,2,1,0.0,15.603203152913684,2.3967968470863164,3,5,2,13.80960945874105,0.39679684708631646,1.3967968470863164,5.619218917482101,142.8720101040514,1
0,4,4,2,1.0,9.0,3.0,5,1,9,15.0,1.0,2.0,1.0,152.85,1
1,4,0,1,9.0,16.0,3.0,3,4,6,21.0,0.27782207278173443,1.0,7.0,173.14,1
2,5,3,2,0.8166821754507181,9.0,3.816682175450718,4,3,8,15.633364350901436,1.0,2.0,0.8166821754507181,145.8761686828086,1
0,1,4,2,1.0,8.430875396474205,3.0,5,2,3,12.715437698237103,2.0,2.0,1.569124603525795,149.5302070231247,1
1,5,2,2,1.0,12.0,3.0,5,3,3,12.0,1.1817933312517526,2.0,4.0,182.44,1
1,4,4,1,1.0,14.0,3.531599464604431,4,2,3,23.063198929208863,2.0,2.0,1.9368010707911383,148.79725094527072,1
1,3,4,2,1.0,15.0,4.0,5,3,3,12.0,2.0,2.0,3.0,164.89,1
0,5,0,1,1.0,24.82698401162026,3.0,4,3,2,13.425220445735585,2.574779554264415,6.299118217057661,9.275661337206754,199.6072716327538,1
0,5,2,2,1.0,33.0,3.0,5,5,7,16.0,1.0296682230647398,2.0,2.0,191.96,1
1,3,4,1,1.0,24.675420207547088,3.0,4,1,2,13.35084041509418,1.0,2.0,1.6754202075470892,150.03252086943422,1
1,5,0,0,0.0,33.0,2.0,3,1,2,22.0,0.9551464319764313,1.0,9.0,176.39,1
2,2,3,2,0.0,6.0,3.0,3,3,1,15.098805962033731,0.450597018983134,1.0,3.0988059620337323,134.39915226023095,1
2,3,2,0,0.07057330552688601,26.070573305526885,3.070573305526886,4,3,3,11.070573305526885,1.0,2.0,2.211719916580658,145.65281024191893,1
1,4,2,2,0.16520393933785016,10.6695921213243,2.3304078786757003,4,3,2,11.16520393933785,1.0,1.1652039393378502,2.6695921213242997,157.83814149380422,1
2,1,3,1,0.3898723529415441,16.389872352941545,2.389872352941544,4,2,6,12.610127647058455,0.7797447058830882,1.389872352941544,2.610127647058456,134.47377107647097,1
0,3,2,0,0.7298603088484784,34.18958092654543,2.7298603088484783,3,5,7,17.919441235393915,0.2701396911515216,1.0,0.2701396911515216,166.79213212896485,1
0,4,3,2,0.0,9.0,2.1177414439051523,3,3,2,11.882258556094847,5.882258556094848,7.235482887810305,7.0,139.9734229728581,1
1,1,4,2,1.0,11.012829014227524,3.329056995257492,4,3,3,13.341886009485016,1.329056995257492,2.670943004742508,2.341886009485016,159.5547850779133,1
0,4,2,1,13.258173254191169,7.0,3.0,3,3,7,12.774519762573508,1.0,1.2581732541911692,1.0,168.57086627095586,1
0,1,4,1,1.0,8.325392147083784,3.6746078529162163,4,2,6,15.674607852916216,1.6746078529162163,2.0,2.3492157058324326,153.6865137376161,1
0,3,4,1,1.0,16.70327235889591,3.70327235889591,4,4,3,24.21963415337546,1.29672764110409,2.0,1.0,143.38525792763818,1
0,6,2,2,0.0,18.0,2.0,3,1,4,24.0,4.43685845963747,6.0,7.0,145.81,1
0,3,0,1,1.275801234489757,7.908066255170081,3.9540331275850407,2,4,3,12.09193374482992,2.0,4.908066255170081,7.908066255170081,199.7063824361442,1
2,3,4,1,1.2786065488937117,27.557213097787425,3.7213934511062883,3,4,1,12.278606548893713,0.7213934511062883,1.7213934511062883,4.4427869022125765,144.40716727623078,1
1,3,3,2,1.0,9.137119497087587,3.1371194970875877,4,3,8,17.588641508737236,2.8628805029124123,3.0,1.8628805029124123,169.08738301932078,1
1,1,4,0,19.989480784120584,13.99368847047235,3.9978961568241167,4,3,10,12.002103843175883,6.989480784120583,9.985273097768816,8.997896156824117,148.39256668867458,1
0,4,4,2,1.0,13.129711501073622,3.0,2,2,4,15.0,1.2824278752684055,2.0,3.7175721247315945,149.01215361595743,1
0,3,4,1,1.0,7.0,3.1704124431347496,4,3,3,16.17041244313475,1.8295875568652504,2.1704124431347496,1.0,150.44365029730173,1
2,4,4,2,1.0,17.0,4.0,5,5,8,21.0,2.0,2.0,1.0,149.04,1
1,3,4,2,0.8715977272882306,10.0,2.8715977272882305,4,3,3,14.256804545423538,1.8715977272882305,1.8715977272882305,1.1284022727117695,139.16661540909493,1
1,3,2,1,6.946446173519633,27.513388456620092,3.256694228310046,3,3,4,20.459834630139724,2.2834711415502293,4.026776913240184,7.256694228310046,188.62596525607418,1
0,1,4,2,1.0,7.0,3.6652921019780553,4,3,2,13.004123694065834,1.6652921019780553,2.0,4.004123694065834,146.35173883829455,1
1,3,4,2,1.0,18.800354879023406,3.1996451209765935,3,4,3,16.0,1.0,2.0,1.0,151.92841165966715,1
0,3,1,1,0.6626645130593555,31.987993539178067,3.6626645130593554,4,2,2,12.0,1.0,1.6626645130593554,9.0,183.21087969599088,1
0,5,0,2,0.09228479207325724,20.27685437621977,2.1845695841465145,3,1,1,12.369139168293028,3.8154304158534855,6.538576039633714,6.630860831706971,175.78009178651854,1
0,4,4,1,0.5963215188603683,13.211035443418895,3.5963215188603685,4,4,3,13.788964556581105,2.0,2.0,1.4036784811396317,143.86880926585073,1
1,3,4,0,1.0,16.0,4.0,5,3,2,18.0,1.5495836567221435,2.0,1.0,158.88,1
1,4,3,0,14.099678731925728,10.398714927702914,2.9003212680742716,4,3,3,15.0,2.4983936596286425,2.4983936596286425,3.398714927702914,151.58877746873975,1
1,4,4,2,1.0,7.0,4.0,5,3,2,15.0,1.404239729644209,2.0,3.0,162.3,1
2,2,2,1,16.605405485435252,14.0,2.6421621941741003,4,3,5,14.03675670873885,7.0,7.963243291261151,7.6421621941741,149.0824972809712,1
1,4,4,1,0.25014923556353375,15.0,3.2501492355635335,4,3,5,12.0,2.0,2.0,2.2501492355635335,144.7004178595779,1
0,6,2,0,1.0,18.0,3.0,2,3,10,13.0,2.0,2.0,3.0,172.07,1
1,5,4,2,1.0,12.707807649989874,3.0,4,3,3,14.0,1.353903824994937,2.0,1.0,152.9012854210087,1
1,3,3,2,0.646450090124607,33.06064972962618,3.0,5,4,7,19.939350270373822,1.646450090124607,2.646450090124607,2.646450090124607,148.6815378594056,1
1,3,2,2,1.0,16.0,3.0,4,5,9,23.888039064360118,1.1119609356398823,2.0,4.111960935639882,159.95785021962425,1
1,3,4,2,0.0,12.789539218552779,2.0,3,2,2,15.414383574489928,0.5986924023190974,1.0,0.5986924023190974,110.46321606584324,1
1,3,3,1,4.987078340228079,30.49353917011404,3.0,3,5,1,13.497846390038013,0.0,1.0,1.5064608298859605,140.9417732099452,1
0,5,4,1,1.0,28.305643368017414,3.0,4,3,2,12.861128673603483,1.861128673603483,2.0,1.0,153.46057698179624,1
2,3,4,0,1.0,23.115737606678707,3.1157376066787053,4,4,3,14.0,1.8842623933212947,2.0,2.7685247866425895,148.5413477011137,1
1,3,4,1,1.0,23.69135686943384,3.1543215652830794,4,3,3,13.84567843471692,3.8456784347169206,7.228392173584603,7.228392173584603,149.27333458101145,1
2,3,4,1,1.0,23.0,3.0,4,4,4,14.0,2.0,2.0,3.0,148.73,1
0,3,4,2,1.0,9.0,3.0,5,3,9,13.086368722009098,1.637877092663634,2.0,1.0,151.42115531243346,1
2,4,4,2,1.0,17.0,3.0,5,5,3,14.0,1.2590187497254215,2.0,1.0,139.16,1
2,3,4,0,1.0,24.47000847707358,3.5299915229264185,4,2,3,14.0,1.0,2.0,1.4700084770735813,147.9413151739617,1
1,5,2,2,1.0,11.829017732545491,3.0,5,2,3,12.170982267454509,3.025893604727054,3.025893604727054,4.170982267454509,182.5836251046618,1
1,3,4,1,0.008736773266366793,8.008736773266367,2.008736773266367,3,3,7,16.982526453467266,0.017473546532733586,2.0,1.0174735465327336,143.83397883722617,1
0,4,2,2,0.17998737088064398,33.10006314559678,3.0,4,4,3,20.0,0.17998737088064398,1.179987370880644,2.640025258238712,142.6438137657401,1
0,4,4,2,1.0,9.084647121027878,4.0,4,4,3,12.610235252648081,6.0,9.389764747351919,8.30511762632404,156.46012131373485,1
0,3,4,2,1.0,9.532492699437146,4.0,4,2,3,13.0,1.0,2.0,1.0,139.86718715100938,1
1,4,2,2,0.0,6.448853071674709,2.0,5,4,7,15.0,0.0,1.0,0.0,167.35,1
2,3,2,2,0.0,16.0,2.0,3,5,2,15.0,0.0,1.0,8.0,142.13,1
0,3,3,0,0.6006312516053091,19.0,3.201262503210618,4,5,3,18.201262503210618,1.2012625032106181,1.600631251605309,1.399368748394691,144.13189375481593,1
1,4,0,0,12.730403910346404,17.910134636782136,3.0898653632178656,4,2,3,19.269596089653596,1.0898653632178656,7.460807820692805,8.0,201.23445776505926,1
1,3,2,1,1.0,9.616045259813106,3.808022629906553,4,2,11,15.0,2.191977370093447,3.0,1.3839547401868941,171.17315247719625,1
0,3,4,1,0.0,9.216051365011687,2.0,3,2,2,12.648154095035062,2.6481540950350615,6.567897269976625,6.783948634988313,139.99091813550407,1
1,5,0,1,3.466607784697216,30.06678443060557,2.9332155693944317,4,3,3,12.466607784697215,0.9332155693944317,1.4666077846972159,0.46660778469721587,189.94145934074797,1
1,3,3,2,1.6334464051170892,30.099660784648734,3.0,3,4,1,12.63344640511709,0.0,1.0,3.1832767974414553,138.2610736108738,1
0,5,2,0,0.06738455478552252,24.134769109571046,3.0,3,3,1,18.067384554785523,2.865230890428955,2.9326154452144775,1.9326154452144775,146.3414798188087,1
0,4,2,1,0.3873925856686593,14.612607414331341,3.0,3,4,4,17.0,0.3873925856686593,1.3873925856686593,5.450429657325363,153.61495703426746,1
2,6,4,1,1.0,13.0,4.0,4,5,6,23.0,1.1481587631260524,2.0,3.0,145.73,1
2,3,3,2,1.0,16.596102135829877,3.0,4,2,3,12.807795728340247,1.0,2.0,1.5961021358298764,135.3808064622025,1
1,4,0,0,1.5433025131200862,22.92238535526856,4.0,4,2,3,13.844770710537118,1.0,2.0,1.3880732236572042,206.46796520014146,1
0,3,2,0,5.340274948258012,33.9149312629355,3.5425343685322517,3,5,5,16.829862525870993,0.5425343685322515,1.5425343685322515,0.5425343685322515,167.34306383644144,1
1,4,2,2,1.0,34.0,3.0,4,1,3,19.0,1.4147725152451138,8.0,8.0,183.13,1
2,4,4,1,0.5902855429531597,7.770856628859479,3.1805710859063194,4,2,8,15.180571085906319,1.4097144570468403,2.0,1.4097144570468403,146.70713748038227,1
0,3,4,1,1.0,30.321162675357304,3.7737208917857683,4,1,3,24.09488356714307,2.0,2.0,1.0,149.24970695290716,1
1,4,2,2,4.078801899313094,14.231520759725237,2.3842396201373814,4,3,7,12.61576037986262,0.38423962013738133,1.3842396201373814,3.3842396201373814,153.89803316695662,1
0,4,2,2,0.0,13.0,3.0,5,3,2,24.0,1.0,1.0,6.0,160.74,1
0,4,3,1,0.5792663538205268,17.26220093853842,2.5792663538205267,3,5,3,18.73779906146158,1.1585327076410536,1.5792663538205267,1.4207336461794733,142.6601818216777,1
0,4,4,1,1.0,18.278053077257837,3.759351025752613,4,5,3,19.240648974247385,2.0,2.0,1.0,144.74522299257887,1
1,3,3,1,2.7033791470780937,29.80225276471873,3.9011263823593647,3,4,2,14.098873617640635,1.1977472352812708,2.3954944705625416,4.296620852921906,163.81753436030857,1
2,3,4,0,1.0,22.77930406603513,3.0,4,3,4,14.0,1.8896520330175663,2.0,3.2206959339648673,148.7995192191989,1
0,5,0,2,0.01230970301607559,20.036929109048227,2.0246194060321514,3,1,1,12.049238812064303,3.9753805939678486,6.938451484919622,6.950761187935697,175.56335929517357,1
1,3,3,1,18.519790661302977,18.77968599195447,3.6299476653257448,4,4,8,17.889842995977233,5.480209338697021,6.110157004022765,5.480209338697021,174.54858848637167,1
0,3,4,1,1.0,9.972579690027342,3.0,5,1,2,12.027420309972658,1.0,2.0,1.0,153.450755304179,1
0,3,4,1,1.0,29.821077323964126,3.6070257746547085,4,1,3,23.428103098618834,2.0,2.0,1.0,149.1463559802859,1
0,4,4,1,13.690248813520114,31.0,3.4741874011266765,4,2,4,20.154875593239943,1.0,2.0,1.0,153.8881643175329,1
1,4,3,2,6.371504747603371,31.44159306709244,3.0,4,3,3,20.0,1.0233627731630235,1.5116813865815117,1.9766372268369765,142.28226728862614,1
2,3,4,1,1.0,31.834371652971736,3.0,4,4,5,20.503114958915205,1.0,2.8343716529717344,2.6687433059434693,148.28734692967686,1
0,5,1,2,0.6457405100956123,21.937221530286838,3.291481020191225,3,3,4,14.58296204038245,2.0,3.7712974495219385,4.41703795961755,177.2799567823591,1
0,3,4,0,1.0,19.134335351514004,4.0,4,2,3,12.044778450504669,2.0,2.044778450504668,1.0895569010093364,150.19253952797945,1
1,4,0,0,0.0,9.0,2.0,4,1,2,11.0,3.0,3.0,7.0,203.25,1
2,3,4,1,0.9466444339935463,9.946644433993546,3.0,3,3,3,13.946644433993546,1.0,1.9466444339935463,1.0533555660064537,139.25922467826715,1
0,5,4,1,1.0,15.339768827151119,3.6602311728488823,4,1,6,13.019306481453354,1.660231172848882,2.0,3.0,147.2858694228261,1
0,2,0,1,0.4827606182856681,31.448281854857004,3.482760618285668,4,3,2,12.0,0.4827606182856681,1.482760618285668,9.0,184.2992982593717,1
0,3,4,0,1.0,20.136730834176443,4.0,4,1,3,12.378910278058814,2.3789102780588145,2.3789102780588145,1.7578205561176288,150.50996476415588,1
2,4,2,1,0.0,15.0335519515203,2.0,4,4,7,23.00671039030406,0.006710390304059954,1.0,2.99328960969594,134.09254691142164,1
0,4,0,1,0.38587450289511593,8.228250994209768,2.771749005790232,3,2,2,11.385874502895115,3.385874502895116,3.771749005790232,7.385874502895116,201.7875356340275,1
1,4,0,1,1.4579581851705745,21.791720259261346,3.0,3,2,2,12.583440518522693,0.0,1.0,1.0413987036932677,181.22884807444828,1
0,3,3,2,0.5959888421834818,34.78796652655045,3.1919776843669636,4,2,2,14.42406694689911,2.404011157816518,4.0200557890825905,5.808022315633036,159.11934147802458,1
1,4,0,2,0.0,22.0,3.0,3,5,3,20.0,0.8987400853848411,1.0,0.0,185.64,1
0,3,4,2,1.0,9.847139489693784,4.0,4,1,3,13.0,1.152860510306215,2.0,1.0,140.42096550186105,1
1,5,3,0,0.5310853448852428,25.062170689770486,3.0,4,3,2,18.53108534488524,1.9378293102295143,2.468914655114757,1.4689146551147572,147.72794518120688,1
1,1,4,2,1.0,11.20861680872338,3.158276638255324,4,3,3,14.474829914765971,1.0,2.841723361744676,3.316553276510648,159.03171883456977,1
0,3,2,1,13.580221518785029,9.938449368504795,2.5802215187850295,3,3,4,14.580221518785029,1.0,1.5802215187850295,1.8395569624299413,170.46655696115133,1
2,4,4,2,1.0,9.44031155516206,3.55968844483794,4,3,3,13.44031155516206,1.5596884448379398,2.0,1.0,139.04888411989376,1
0,5,2,0,1.0,17.789481629605977,3.1052591851970126,2,3,9,13.0,2.0,2.1052591851970126,3.0,171.74685430144515,1
2,4,4,2,4.0,14.334719466277257,3.832640266861372,4,5,5,15.0,1.1673597331386278,2.0,3.497920800584116,146.41230759495483,1
0,5,3,0,13.972025256496591,9.888101025986364,2.972025256496591,4,3,3,14.972025256496591,1.0,1.972025256496591,2.9160757694897734,151.7027149170595,1
2,4,2,0,0.22848674675477076,26.685460240264312,3.0,4,3,4,11.22848674675477,1.0,2.0,2.0,145.75679532513098,1
1,4,4,2,1.0,9.0,4.0,4,3,4,12.0,1.022547882009632,2.0,1.0,159.85,1
0,2,2,0,14.0,11.723388945669843,3.4680872934757367,4,3,6,14.063825413048527,2.0,2.0,3.0638254130485265,192.6417006404365,1
2,0,3,1,0.0,8.407367141191811,2.0,4,1,5,13.0,0.8642109529360629,2.0,2.0,134.60876851917527,1
1,4,2,0,1.0,9.702093391738922,3.0993022027536927,4,3,2,19.503488986231535,2.0,2.0,3.0,166.27207728585623,1
0,4,4,1,4.16454371717704,11.37340778788278,3.79113592929426,4,5,8,17.37340778788278,1.79113592929426,2.0,1.41772814141148,145.93423835404127,1
0,3,4,2,1.0,7.925637330025336,3.074362669974664,4,4,3,12.0,2.925637330025336,2.925637330025336,3.0,147.92481578243243,1
1,4,0,1,9.0,16.0,3.0,3,4,6,21.0,0.4141502243282268,1.0,7.0,173.14,1
0,3,2,2,0.39543426799291437,33.20913146401417,3.0,4,4,4,20.395434267992915,0.7908685359858287,1.7908685359858287,3.0,144.93184727768252,1
0,4,4,1,1.686793738929826,9.56603130535087,2.626412522140348,3,5,3,22.686793738929826,0.626412522140348,1.313206261070174,0.313206261070174,137.8850884878693,1
1,3,4,2,0.0,15.147061850566589,2.0,3,1,2,12.705876298866823,0.14706185056658838,1.0,0.14706185056658838,110.70411546759206,1
1,4,0,2,0.0,22.0,3.0,3,5,3,20.0,0.48785119719240644,1.0,0.0,185.64,1
1,5,4,0,14.0,10.0,3.0,5,3,3,15.0,1.8699522174888612,2.0,3.0,151.83,1
1,3,2,1,1.0,19.506440709146982,3.0,4,5,3,17.670960472764655,1.0,2.0,3.987118581706034,167.29709604727648,1
0,3,3,2,1.8888090411740805,30.740793972550613,3.259206027449387,4,5,3,14.370396986275306,1.0,1.6296030137246935,2.8888090411740803,165.1215591999239,1
2,6,3,1,0.6251964322182036,20.374803567781797,2.6251964322182038,4,4,6,15.250392864436407,1.2503928644364073,2.2503928644364075,0.6251964322182036,148.3462519643222,1
2,1,4,1,1.0,23.525993571516842,3.0,4,2,5,13.474006428483156,2.0,2.0,3.5259935715168442,148.69844038570898,1
1,4,4,2,1.0,32.0,3.0,4,1,3,25.0,1.5558722868342483,2.0,2.0,152.95,1
0,4,0,1,0.005142026940678446,25.984573919177965,3.0051420269406783,3,3,4,12.010284053881357,1.0,1.0051420269406783,0.005142026940678446,198.2830387654935,1
2,2,3,2,0.0,6.0,3.0,3,3,1,14.909237757563394,0.5453811212183025,1.0,2.909237757563395,134.89961232003265,1
1,4,2,0,0.26460511136961207,28.91179829621013,2.0882017037898706,4,3,3,12.91179829621013,1.0,1.0,0.9117982962101293,159.569255905585,1
2,3,4,1,1.0,28.39312265842307,3.0,4,3,3,20.60687734157693,1.60687734157693,2.0,1.0,146.01027893787005,1
0,3,4,2,6.93890994991084,16.84841570713012,3.84841570713012,4,3,3,12.0,1.84841570713012,2.0,2.69683141426024,154.71773893117293,1
1,3,0,1,9.969062355268658,16.938124710537316,3.969062355268658,4,3,6,21.81437413161195,0.969062355268658,2.0618752894626837,7.969062355268658,198.07967159277388,1
1,3,2,1,1.0,19.882968614708993,3.0,4,5,4,18.14628923161376,1.0292578463227517,2.0,3.0585156926455035,167.32034491071352,1
1,1,3,0,0.7735388915345639,11.226461108465436,3.0,4,2,3,16.452922216930872,6.0,6.226461108465436,7.0,161.86697238939158,1
2,1,3,1,19.900544962068835,14.0,3.960217984827534,4,3,9,12.059673022758698,7.0,9.940326977241302,8.960217984827533,148.41028882773796,1
2,1,3,1,0.47787844802224244,16.477878448022242,2.4778784480222424,4,1,5,12.522121551977758,0.47787844802224244,1.4778784480222424,2.5221215519777576,134.56265723250246,1
0,4,4,0,17.806454813106143,10.064515062297952,3.0,4,2,11,13.935484937702048,1.5322575311489761,2.532257531148976,4.725802718042833,149.23112860023068,1
0,3,0,1,0.0,16.0,2.16833695591913,3,4,9,15.989978264485218,3.326652176323479,5.158315220404349,0.0,202.62569065372864,1
2,1,3,1,0.0,13.0,2.0,3,3,4,13.0,3.259277719997243,7.0,7.0,133.39,1
1,3,2,1,0.0,28.80725392548586,2.8385492149028284,3,2,2,15.484352355291517,4.192746074514141,6.161450785097172,7.0,161.19909012654435,1
1,3,4,2,1.0,9.356185647117595,4.0,4,2,3,13.0,2.0,2.0,1.0,139.55688673892698,1
0,3,2,1,1.826814973796419,35.48044492138926,3.826814973796419,4,5,8,19.307259895185677,2.0,2.0,1.173185026203581,191.7698325560268,1
1,3,2,1,18.127041172861095,10.74591765427781,3.0,4,1,5,16.709013724287033,3.745917654277809,8.0,5.163945102851873,175.9627400561886,1
1,1,4,0,1.0,11.177170925271865,3.0,4,2,3,15.645658149456269,5.468487224184403,5.468487224184403,6.2913162989125375,161.46707268682033,1
0,2,4,1,1.0,9.507446366119742,3.0,5,1,2,12.492553633880258,1.0,2.0,1.0,152.10651999808604,1
0,3,3,1,20.03216196455615,8.677387321518717,2.677387321518717,4,1,9,15.322612678481283,1.3547746430374337,3.6130633924064157,1.6452253569625663,149.7033154997476,1
2,4,3,2,0.2350372148038251,8.235037214803825,3.235037214803825,3,3,3,11.47007442960765,0.2350372148038251,1.2350372148038251,0.2350372148038251,135.80895183639961,1
0,3,0,1,14.338622978959846,12.984131063120461,2.1693114894799232,4,1,2,15.169311489479924,0.16931148947992314,1.0,4.015868936879539,205.68561173560158,1
1,4,4,2,1.0,19.0,3.0,2,4,3,16.0,1.0,2.0,1.0,152.16,1
1,5,2,2,0.0,22.0,3.0,3,5,6,15.0,1.0,1.0,2.0,153.24,1
0,5,4,1,0.5829844261646024,17.668062295341592,2.5829844261646024,4,4,2,21.668062295341592,1.5829844261646024,1.5829844261646024,1.4170155738353976,140.6189248111204,1
0,4,2,2,0.0002861958440859569,13.000858587532258,3.0,5,3,2,24.0,1.0,1.0002861958440858,5.999427608311828,160.73952205294037,1
2,3,3,1,0.0,7.301042983326827,2.1505214916634134,3,1,10,14.0,1.8494785083365866,2.0,1.698957016673173,147.55390486750684,1
2,3,4,2,0.0,8.0,2.0,3,3,7,17.0,1.6335138602390562,2.0,1.0,143.82,1
0,5,0,1,0.0,21.865781028688023,2.0,3,2,1,12.207309003187557,1.792690996812442,6.170763987249768,7.621927009562674,175.08013946308301,1
0,3,2,1,13.0,7.740893364319302,2.7823883294600873,3,3,7,12.435223341079826,0.7823883294600873,1.0,1.4352233410798254,167.42797593596714,1
1,1,4,1,2.592532461271521,24.0,3.0,5,1,8,14.061688307514347,2.0,2.0,3.2037337693642396,148.855795453815,1
0,3,1,1,0.6995106143995676,35.0985318431987,2.6995106143995677,4,2,2,22.699510614399568,2.3990212287991355,3.098531843198703,9.0,171.97608802313874,1
2,3,4,1,0.3258231175644498,14.348353764871101,2.6516462351289,2,5,6,22.0,1.0,1.32582311756445,3.0225306473066507,141.67743511361118,1
0,4,2,0,0.20747860803708085,29.0,2.2074786080370807,4,3,3,13.0,1.2074786080370807,1.2074786080370807,1.0,158.01264329755494,1
2,3,4,0,1.0,23.461445511887312,3.4614455118873124,4,4,3,14.0,1.5385544881126874,2.0,2.0771089762253747,147.9778438156237,1
2,2,3,1,0.7308180287118088,15.73081802871181,3.0,4,1,2,14.807545913864573,1.0,1.7308180287118087,0.7308180287118088,135.2904787954138,1
0,4,4,1,7.556047557902495,30.408063410536663,3.1479841473658348,4,3,4,23.0,1.0,2.0,1.2959682947316695,156.5789233290532,1
1,4,0,1,0.0,8.55767334570466,2.1474422180984467,4,1,2,11.0,3.0,3.4423266542953392,7.0,202.3491280474185,1
0,1,4,2,1.0,7.0,3.289115283317681,5,4,3,12.0,2.0,2.0,3.0,146.74,1
0,5,2,1,13.906942808834835,7.651400338156162,2.9069428088348337,3,3,4,14.906942808834835,0.9069428088348339,1.906942808834834,1.1861143823303322,171.87799293416649,1
2,3,4,2,1.0,16.0,3.0,4,1,3,14.0,1.0,2.0,1.0,135.81,1
0,2,4,0,1.0,9.813970999278805,3.5930145003605976,4,1,7,15.220956498918207,2.5930145003605976,2.5930145003605976,3.0,162.92001505937978,1
